243,100
231,48
201,101
407,30
105,20
340,82
395,18
345,9
109,32
326,101
363,83
131,89
60,81
334,37
85,87
32,77
89,12
107,86
154,13
33,34
236,52
290,6
275,93
115,39
261,82
229,19
215,64
402,40
59,9
270,83
313,57
77,48
324,2
314,24
250,0
344,69
414,23
110,59
147,47
133,0
305,49
34,26
73,45
388,82
13,6
87,3
289,72
380,15
141,81
309,5
146,28
38,22
249,42
196,60
329,66
257,80
38,97
261,51
231,95
196,67
143,51
2,91
5,62
44,15
409,75
415,37
128,82
402,26
205,28
62,48
338,50
391,60
131,76
263,6
102,42
310,39
368,26
80,89
359,99
184,71
123,74
397,72
415,34
56,1
168,63
167,89
277,62
63,24
228,89
410,100
371,60
300,0
265,34
322,53
68,100
379,76
303,21
253,32
325,24
36,77
312,3
409,85
247,77
239,98
67,53
160,38
132,52
336,82
253,72
275,17
243,78
371,5
172,50
19,20
312,10
247,74
305,93
15,64
383,81
372,83
45,19
338,31
156,58
159,31
363,45
181,46
220,31
95,39
277,64
60,11
351,73
295,26
18,70
238,32
80,78
371,10
44,92
317,90
246,32
125,7
236,14
308,86
37,75
315,44
372,43
415,25
59,35
205,0
260,96
42,41
40,95
3,85
95,44
167,68
181,88
21,84
404,76
22,66
44,91
211,7
256,75
148,73
276,6
79,4
279,27
9,88
66,27
88,52
52,90
415,6
0,64
109,87
330,81
405,28
319,49
230,3
18,41
95,21
354,96
172,31
47,52
412,10
88,59
15,95
348,34
331,90
111,75
84,47
353,26
82,5
339,91
364,49
403,96
243,42
389,93
246,53
46,86
233,0
125,18
197,42
367,85
204,76
262,35
416,68
126,19
42,2
388,42
153,61
120,72
119,16
95,27
107,12
1,98
186,46
155,79
246,12
357,7
152,97
170,55
251,32
313,18
296,54
224,14
405,55
373,40
417,60
292,2
349,47
295,55
8,4
85,26
39,50
258,1
155,68
414,89
248,28
101,11
340,63
126,29
55,3
294,87
210,40
142,43
39,90
353,45
232,84
124,66
71,16
312,76
243,1
78,66
103,78
394,5
239,53
320,11
96,87
28,62
102,29
67,13
267,40
413,9
142,50
272,61
57,39
386,45
271,12
401,37
332,46
20,70
301,96
230,78
35,76
223,37
244,94
191,12
104,13
411,84
19,85
352,96
358,10
295,74
178,42
89,10
366,37
336,8
339,5
139,96
231,51
85,62
204,23
190,70
246,99
241,30
170,18
355,18
320,16
248,56
212,38
123,30
163,49
77,54
245,90
193,76
167,5
117,16
154,10
16,39
293,10
369,73
350,53
298,71
194,20
362,56
311,97
67,88
287,8
35,99
215,48
385,16
171,54
245,35
45,70
210,7
321,8
33,73
235,21
110,73
203,44
314,25
389,4
322,41
233,79
414,20
144,99
1,81
83,22
122,71
379,41
162,68
291,101
184,41
20,90
224,64
170,4
281,63
159,58
220,52
366,79
296,7
249,41
267,77
217,80
21,54
95,83
29,54
361,11
175,56
343,28
162,95
187,77
333,38
355,9
119,32
35,17
92,70
74,60
131,79
136,2
282,33
32,83
164,13
386,3
265,56
90,15
221,93
26,93
390,31
51,79
37,32
131,39
192,55
338,42
413,71
159,40
35,22
331,9
396,16
200,38
75,12
51,39
325,7
145,94
147,69
204,50
222,92
367,43
152,56
41,29
9,36
122,80
358,81
34,36
348,95
217,58
400,59
102,37
32,97
359,3
307,41
71,64
218,91
399,2
368,9
278,47
103,62
51,44
37,65
222,71
279,4
86,77
343,43
128,56
383,80
294,62
316,15
134,2
338,28
309,24
92,83
370,86
361,86
381,11
22,72
80,79
317,89
231,66
73,96
165,5
2,60
204,32
41,15
79,62
62,66
229,56
234,53
382,69
348,45
241,45
20,5
113,26
102,68
160,53
178,99
217,4
411,100
304,26
29,98
161,42
218,45
26,14
283,46
273,20
209,44
173,62
376,54
205,56
377,25
31,49
18,38
255,24
75,91
381,29
58,96
169,35
48,22
122,5
68,89
2,14
169,76
27,58
262,41
52,34
416,78
287,51
392,39
324,52
363,19
127,74
257,21
370,67
278,88
263,91
393,8
11,2
339,90
381,22
401,56
214,35
343,94
165,48
226,62
9,73
412,2
166,17
205,42
405,45
192,97
373,46
161,76
400,30
8,30
29,77
268,29
89,85
238,61
125,42
19,56
239,38
369,3
152,98
190,51
247,38
215,25
109,65
296,55
356,81
395,64
13,70
21,6
39,92
100,94
282,25
263,73
404,97
48,59
357,15
394,27
286,5
214,61
205,75
288,46
417,91
237,5
348,8
402,90
6,23
121,79
142,40
199,73
327,20
38,73
174,50
104,0
124,67
332,48
211,43
357,8
343,101
367,99
151,8
340,71
158,74
159,88
417,92
84,76
334,65
16,51
90,38
147,21
280,61
189,93
375,75
103,70
256,38
134,59
402,76
385,12
264,53
191,15
381,66
40,17
403,23
386,37
149,76
63,65
46,11
33,22
93,52
297,92
133,19
79,65
155,42
52,101
94,77
259,24
244,55
190,47
248,50
340,85
297,52
99,96
339,4
122,50
416,0
151,23
49,56
341,74
178,83
345,15
74,0
383,30
366,66
59,99
351,97
171,48
319,72
321,54
164,17
129,17
110,71
206,97
317,34
58,24
369,72
130,48
298,68
407,17
362,57
402,38
111,29
239,72
24,23
333,51
120,11
301,74
306,23
198,9
245,34
191,58
4,20
278,0
197,80
253,19
90,58
118,9
318,10
301,50
322,89
17,48
76,72
316,100
62,15
178,69
70,63
74,50
185,13
313,64
168,51
406,93
321,0
124,6
366,63
40,13
353,90
300,12
211,100
394,89
268,37
155,54
151,34
319,22
123,36
163,39
351,92
116,77
228,92
268,77
235,2
275,5
12,74
179,20
240,38
226,9
305,33
254,28
94,16
372,79
284,19
217,48
35,25
109,2
65,100
396,17
72,18
71,74
401,90
368,19
411,1
253,62
290,40
293,45
58,60
315,16
86,75
108,92
151,48
45,24
13,47
270,45
55,67
149,10
295,31
32,98
328,99
258,41
167,33
297,2
172,44
372,46
262,69
88,40
343,42
330,45
352,18
209,66
210,80
134,3
40,90
393,20
238,38
275,24
114,80
283,40
379,92
344,42
273,18
19,31
2,61
239,13
296,92
102,69
234,69
328,2
257,26
39,8
169,57
104,77
364,76
22,51
62,74
409,46
10,84
138,97
305,77
34,78
343,56
49,64
96,37
295,10
223,98
282,13
252,101
324,93
201,91
222,57
315,60
387,4
163,96
331,92
81,98
319,56
391,16
198,81
386,71
28,75
339,93
332,4
61,13
175,5
216,74
229,82
158,86
417,72
77,30
213,89
277,98
208,98
43,35
223,80
135,4
339,98
396,43
381,46
271,51
357,5
214,59
209,22
320,63
251,34
52,49
198,48
405,53
388,19
413,53
142,38
417,50
92,15
4,67
132,24
371,64
393,57
110,16
115,71
226,94
194,55
88,99
384,30
27,0
30,15
269,67
331,67
81,85
6,20
263,48
356,89
235,50
21,14
149,57
60,63
410,90
85,33
33,27
179,36
90,92
354,2
291,66
170,39
284,35
177,95
88,25
89,62
380,94
53,32
18,2
349,63
11,33
58,12
61,17
118,34
155,84
246,23
414,73
113,95
320,4
247,12
49,13
284,58
341,71
66,79
416,98
345,60
109,43
159,64
89,7
386,34
208,78
414,33
1,76
275,80
367,3
276,66
211,56
66,70
159,73
0,51
157,99
142,2
300,32
85,60
232,75
414,40
147,34
162,48
236,79
276,56
326,88
383,25
220,32
131,90
25,54
45,75
319,75
232,35
32,64
285,39
200,12
292,47
75,98
258,75
349,10
228,55
135,94
411,36
197,86
16,25
332,85
318,0
175,52
37,51
259,9
62,5
229,97
49,48
195,17
327,99
220,63
223,18
245,33
278,1
26,38
322,39
271,98
240,41
207,10
247,99
237,73
184,43
94,39
170,2
192,59
301,66
0,24
92,73
64,101
282,36
32,94
14,34
127,10
26,33
354,73
65,26
414,29
226,15
26,80
118,1
51,72
162,93
131,32
42,48
244,20
338,49
230,99
412,66
254,101
383,52
406,85
4,27
43,96
408,46
353,82
303,9
197,65
90,13
347,35
318,53
323,74
69,7
254,29
184,57
183,3
131,41
102,81
13,53
74,37
313,81
63,5
252,66
181,74
75,14
130,98
368,20
150,97
279,9
47,29
412,33
88,34
15,68
355,57
391,47
195,13
106,7
400,61
127,80
149,9
295,30
60,15
360,91
39,21
242,99
104,64
175,96
271,70
76,30
239,7
51,95
352,19
18,50
300,98
63,11
11,17
213,53
252,80
200,86
400,67
53,97
310,15
261,20
140,61
286,36
15,37
236,9
143,16
54,0
290,59
194,72
358,65
415,26
326,30
382,75
294,55
316,0
106,9
29,96
139,93
85,3
253,87
371,20
379,84
236,0
2,53
369,30
115,27
141,19
326,17
219,73
296,68
388,39
160,78
345,70
181,61
99,83
401,69
129,88
46,82
19,44
384,10
94,101
190,7
177,50
397,98
20,21
166,28
25,70
120,68
373,35
263,85
85,21
231,26
110,7
311,51
367,86
170,75
152,29
30,2
269,80
351,25
178,10
395,77
18,22
410,73
174,38
157,54
378,8
89,91
307,12
133,61
344,7
312,48
369,1
209,21
190,49
392,72
173,39
398,34
219,92
351,6
23,62
84,56
178,5
142,39
181,8
92,8
255,49
100,88
65,42
28,90
273,101
47,95
12,19
251,77
112,90
248,31
383,100
23,55
151,98
410,40
193,101
84,71
32,37
346,80
292,52
38,79
258,100
167,98
223,65
40,37
154,53
359,76
189,66
409,97
180,78
15,15
290,81
158,72
363,96
417,82
55,21
113,54
60,64
116,101
373,7
356,65
377,60
31,28
235,42
238,101
223,78
132,15
179,44
218,17
110,35
41,51
297,89
375,69
397,46
143,67
113,94
222,29
166,51
227,35
356,72
191,9
129,5
353,60
406,38
335,68
411,41
157,26
16,44
175,33
148,5
392,100
74,7
370,4
23,66
84,92
304,85
178,41
314,18
300,33
325,39
273,65
190,69
76,84
355,23
288,76
362,79
220,33
252,63
328,66
317,32
265,10
329,37
240,51
275,97
399,83
1,93
367,16
44,21
66,38
305,60
69,43
34,31
37,50
281,59
119,47
3,15
373,27
191,36
304,67
208,52
408,33
228,63
179,8
401,6
229,24
12,37
412,68
363,69
38,10
294,96
336,97
157,77
124,0
403,53
21,51
103,12
58,40
130,0
332,68
98,67
27,69
123,73
415,33
91,32
333,35
372,66
383,55
314,71
272,10
314,54
167,45
307,77
273,45
350,45
26,88
287,83
162,85
128,45
94,22
151,53
260,6
181,73
275,12
314,49
335,46
172,55
339,43
140,8
215,96
202,23
351,63
355,56
13,45
327,70
383,37
95,58
295,25
299,90
393,17
221,59
403,72
175,99
378,93
325,13
308,75
37,78
387,19
226,25
301,20
195,100
343,36
116,53
220,27
331,56
371,97
245,13
63,10
182,91
310,12
44,88
317,86
283,42
411,17
51,54
125,3
236,10
365,95
404,48
122,97
234,48
326,31
296,94
23,21
388,57
267,18
235,83
70,16
227,96
253,86
208,14
206,84
261,28
308,89
276,2
