292,669
166,745
270,447
222,352
49,326
230,263
48,645
272,836
89,766
120,80
223,485
83,408
351,717
138,922
77,350
70,1036
183,720
224,537
266,848
22,570
271,128
131,788
118,783
135,964
187,190
148,680
286,313
329,78
345,164
340,56
244,419
128,806
110,630
250,434
10,36
3,759
362,461
161,176
275,890
31,879
147,824
122,63
208,409
87,603
59,700
56,660
122,1013
284,4
316,959
328,246
319,325
23,477
361,215
84,650
238,367
2,451
210,383
132,545
256,343
281,202
184,83
85,186
218,340
286,948
53,412
328,736
115,165
227,604
199,392
119,455
37,798
129,610
3,106
296,992
83,794
182,945
96,874
88,322
279,815
279,76
238,974
257,446
334,55
86,117
241,206
284,709
309,344
149,852
352,64
222,739
192,664
265,137
278,464
35,85
94,849
102,898
305,1091
18,1035
238,552
102,688
51,373
145,934
75,75
114,687
228,306
229,140
206,57
203,834
187,435
87,34
89,647
355,927
4,311
346,677
321,275
60,475
27,549
252,954
117,216
328,228
13,438
318,550
46,529
135,757
281,414
349,797
173,13
11,546
44,967
66,277
121,135
142,27
214,617
339,919
242,862
31,949
300,9
114,478
282,690
282,571
69,421
251,420
156,14
24,556
321,276
265,551
23,498
20,240
159,509
87,880
37,913
18,197
267,553
224,760
33,123
125,184
42,535
331,108
124,825
36,103
239,941
10,1092
337,252
188,734
264,469
194,672
348,943
181,138
333,72
258,901
334,514
341,248
104,921
234,415
267,10
261,389
330,173
157,1077
89,999
211,1080
203,193
263,668
359,843
155,831
254,722
187,1059
336,82
185,1047
132,968
132,517
297,360
168,522
315,784
290,1078
327,682
283,543
237,1033
351,963
260,353
185,662
185,508
15,751
358,113
44,431
38,201
154,596
38,70
233,520
220,348
205,1082
291,298
72,169
156,878
51,982
59,616
115,256
325,1090
288,98
226,548
315,227
150,32
198,274
345,267
225,375
113,362
92,906
31,531
106,45
251,365
45,636
245,287
322,379
49,1041
101,157
124,6
187,800
278,1044
95,540
165,810
138,330
5,358
92,599
335,917
344,826
282,681
318,861
158,331
336,598
176,187
154,875
272,281
236,413
188,697
51,254
180,1083
51,73
248,316
72,737
342,721
91,620
28,643
255,332
33,338
116,167
79,349
212,60
89,923
277,293
243,621
202,855
251,1093
295,816
6,111
201,487
206,203
87,1002
319,562
66,649
342,685
79,450
287,1040
314,476
335,779
88,480
223,481
43,299
171,382
25,947
50,868
162,87
75,884
104,29
145,364
189,418
55,428
82,946
238,1012
199,689
86,42
117,88
197,297
183,62
242,1037
31,904
182,81
183,264
295,775
26,607
63,397
210,914
263,23
191,1032
68,563
102,230
107,453
108,512
113,1024
117,887
257,699
166,1034
16,253
216,719
14,684
120,952
209,854
363,731
20,147
145,119
236,765
127,109
249,104
178,870
252,696
191,1020
39,323
362,39
266,691
25,889
351,762
77,91
323,328
316,214
277,394
194,741
159,629
229,674
227,507
207,942
1,3
277,832
90,768
21,471
207,863
172,754
270,282
181,266
323,732
200,1031
301,243
230,219
46,771
75,149
157,710
302,683
201,704
7,885
151,932
167,833
114,386
312,560
59,723
130,1076
324,624
160,753
64,646
178,317
4,525
235,308
268,491
345,975
98,792
244,593
141,693
355,1046
253,95
122,994
176,321
332,31
89,769
134,301
320,767
174,707
319,995
62,121
58,304
348,26
29,805
254,891
40,750
324,359
139,586
259,524
45,558
31,740
8,1067
201,578
128,761
186,92
54,37
246,357
118,1043
22,1001
23,384
129,873
347,619
24,65
202,265
133,936
294,1029
