66,332
51,105
5,465
16,84
14,303
58,239
16,93
55,331
92,97
25,434
11,261
46,377
22,428
101,154
40,333
44,56
79,401
22,37
81,361
50,392
97,49
84,116
93,335
19,395
86,296
71,15
44,433
49,139
13,204
58,364
10,287
44,298
45,263
81,347
79,14
3,284
24,78
7,254
52,167
13,343
46,102
45,375
97,147
22,382
62,464
43,185
86,421
89,188
71,149
16,451
54,316
89,26
52,126
35,55
40,399
39,354
59,31
65,74
48,430
87,358
24,329
5,50
17,290
65,357
50,76
79,121
70,170
51,458
96,57
63,396
25,131
8,209
92,41
64,360
31,183
39,196
29,259
32,184
15,369
50,345
62,310
1,443
46,213
80,178
86,249
96,52
72,94
44,130
11,456
30,69
12,39
50,340
31,70
82,381
55,427
84,311
51,48
60,353
56,72
31,326
70,25
56,90
18,463
100,35
46,64
71,246
69,38
86,127
60,227
40,258
53,206
42,304
89,388
27,315
47,153
74,256
66,252
3,223
94,341
46,459
16,278
47,18
15,462
0,208
44,214
16,143
62,21
16,152
13,165
12,438
59,397
52,83
46,198
38,203
9,414
50,415
82,218
5,16
89,86
62,407
45,336
77,270
25,367
2,365
26,313
47,125
77,135
82,110
66,4
29,104
51,253
22,226
5,393
46,22
80,5
25,344
50,1
50,19
28,269
38,63
50,266
30,449
25,191
0,27
9,112
100,150
5,141
75,322
53,65
38,13
37,75
85,362
62,406
47,79
101,68
10,215
18,317
22,180
70,355
48,327
14,450
8,138
73,118
10,318
46,30
61,418
50,9
62,221
44,194
37,155
36,339
31,251
54,262
28,371
33,59
49,403
79,175
30,133
44,324
86,61
54,374
13,95
60,179
30,416
55,82
87,389
25,176
60,444
85,190
75,442
91,279
68,384
94,293
18,145
34,10
96,241
79,408
11,124
74,73
82,413
18,419
70,457
37,280
5,220
28,460
58,232
57,276
31,376
90,300
73,467
11,272
43,453
101,156
62,323
4,260
20,106
95,109
70,452
22,286
32,80
67,285
72,134
45,117
55,301
1,330
61,470
81,219
82,282
34,409
32,201
85,445
84,248
58,348
29,321
11,96
33,44
6,328
79,160
27,122
10,289
76,243
82,174
17,432
17,441
11,370
19,383
101,7
80,231
6,431
6,440
78,307
53,390
15,98
30,257
92,89
25,426
79,119
48,302
24,192
77,356
7,368
6,314
24,210
93,53
8,342
43,461
66,45
24,466
88,469
46,225
55,17
99,240
18,404
7,224
90,11
99,87
30,216
41,402
85,161
83,228
66,157
17,292
9,297
3,137
9,306
94,255
38,351
69,338
70,410
28,166
66,40
55,12
11,113
61,181
46,229
29,158
53,88
3,267
35,299
77,454
16,66
19,202
34,111
2,378
10,391
40,23
14,123
25,398
75,237
80,77
32,177
34,385
76,363
27,71
95,233
0,319
82,379
0,99
10,283
43,42
98,234
64,92
64,101
58,36
5,51
49,85
29,274
55,146
4,437
35,424
1,193
39,58
59,400
39,67
14,230
59,0
76,43
59,247
27,187
7,236
64,352
51,144
28,277
67,107
40,242
77,291
59,103
2,386
51,162
56,366
26,325
80,305
79,108
53,217
93,24
46,425
46,205
101,211
46,34
53,320
47,20
27,200
87,169
14,346
11,448
44,207
47,114
6,271
71,337
74,244
45,446
79,359
10,250
13,423
68,420
9,380
33,81
27,159
31,309
57,447
7,199
39,142
69,3
26,468
8,429
69,268
37,334
68,312
70,120
76,163
57,168
66,235
14,197
56,212
12,273
54,288
95,60
15,189
13,265
67,245
99,295
15,54
49,294
23,394
72,417
100,372
67,195
44,62
86,455
43,264
65,32
31,128
19,172
86,91
12,151
74,373
95,405
0,6
101,308
30,28
8,275
11,33
90,164
88,2
8,387
62,129
75,148
20,132
85,350
32,115
75,422
21,222
53,412
86,171
41,29
25,439
38,140
3,411
92,349
56,435
86,436
45,8
58,136
66,238
2,46
72,281
82,173
20,100
101,186
71,182
3,47
